id, fp10, fp11, fp12, fp13, fp14, fp15, fp16, fp17, fp18, fp19, fp20
73, 0.2685, 0.2710, 0.2871, 0.2907, 0.3280, 0.4130, 0.4513, 0.4924, 0.5330, 0.5500, 0.5683
74, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
75, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
76, 0.2306, 0.2287, 0.2331, 0.2477, 0.2437, 0.2434, 0.3104, 0.3695, 0.4201, 0.4488, 0.4866
77, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
78, 0.2384, 0.2398, 0.2402, 0.2746, 0.2957, 0.3131, 0.4191, 0.4782, 0.5229, 0.5553, 0.5782
79, 0.3470, 0.4087, 0.4797, 0.5098, 0.5547, 0.5893, 0.6143, 0.6232, 0.6307, 0.6372, 0.6427
80, 0.2246, 0.2210, 0.2233, 0.2433, 0.2641, 0.2749, 0.2973, 0.3868, 0.4465, 0.4906, 0.5265
81, 0.2999, 0.3145, 0.3158, 0.4263, 0.5001, 0.5565, 0.5840, 0.6098, 0.6339, 0.6479, 0.6466
82, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
83, 0.2247, 0.2313, 0.2301, 0.2519, 0.2695, 0.2721, 0.3229, 0.4050, 0.4639, 0.5059, 0.5395
84, 0.1294, 0.1154, 0.1164, 0.1123, 0.1048, 0.1093, 0.1158, 0.1204, 0.1226, 0.1384, 0.1541
85, 0.2368, 0.2329, 0.2348, 0.2525, 0.2463, 0.2568, 0.3252, 0.3978, 0.4286, 0.4736, 0.5114
86, 0.1294, 0.1137, 0.1151, 0.1113, 0.1041, 0.1075, 0.1141, 0.1189, 0.1212, 0.1351, 0.1511
87, 0.6422, 0.6956, 0.6672, 0.6741, 0.6820, 0.6541, 0.6572, 0.6511, 0.6427, 0.6370, 0.6420
88, 0.4892, 0.5249, 0.5801, 0.5884, 0.5909, 0.5950, 0.6365, 0.6507, 0.6531, 0.6504, 0.6466
89, 0.2519, 0.2443, 0.2634, 0.2802, 0.2946, 0.3339, 0.4198, 0.4766, 0.5122, 0.5368, 0.5585
90, 0.2221, 0.2167, 0.2213, 0.2442, 0.2656, 0.2802, 0.3117, 0.3951, 0.4563, 0.5008, 0.5331
91, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
92, 0.6375, 0.6166, 0.6844, 0.6385, 0.6212, 0.6485, 0.6364, 0.6214, 0.6111, 0.6024, 0.5963
93, 0.2236, 0.2167, 0.2215, 0.2464, 0.2674, 0.2804, 0.3191, 0.4003, 0.4600, 0.5036, 0.5352
94, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
95, 0.2992, 0.3063, 0.3106, 0.4032, 0.4685, 0.5099, 0.5464, 0.5527, 0.5366, 0.5248, 0.5292
96, 0.6085, 0.6027, 0.6588, 0.6036, 0.6302, 0.6448, 0.6277, 0.6072, 0.5919, 0.5874, 0.5977
97, 0.2114, 0.2152, 0.2147, 0.2229, 0.2514, 0.2656, 0.2759, 0.3259, 0.4030, 0.4519, 0.4885
98, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
99, 0.2502, 0.2288, 0.2469, 0.2728, 0.2682, 0.2995, 0.3826, 0.4412, 0.4908, 0.5124, 0.5145
100, 0.4412, 0.5496, 0.5347, 0.6118, 0.6274, 0.5914, 0.5932, 0.5896, 0.5903, 0.5889, 0.5805
101, 0.5619, 0.5916, 0.6287, 0.6160, 0.5933, 0.6166, 0.6055, 0.6045, 0.5954, 0.5577, 0.5588
102, 0.2304, 0.2267, 0.2285, 0.2545, 0.2677, 0.2753, 0.3290, 0.4098, 0.4642, 0.5043, 0.5337
103, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
104, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
105, 0.5243, 0.5482, 0.6048, 0.5910, 0.5579, 0.5983, 0.5993, 0.5940, 0.5842, 0.5729, 0.5676
106, 0.4579, 0.4624, 0.4896, 0.5390, 0.5842, 0.6232, 0.6196, 0.6054, 0.5984, 0.5963, 0.5965
107, 0.3447, 0.3616, 0.3720, 0.4036, 0.3733, 0.4047, 0.4757, 0.5410, 0.5747, 0.5659, 0.5779
108, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
109, 0.4114, 0.4017, 0.4451, 0.4264, 0.4400, 0.5222, 0.5929, 0.5804, 0.5951, 0.6054, 0.6099
110, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
111, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
113, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
115, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
117, 0.2122, 0.2095, 0.2142, 0.2168, 0.2268, 0.2372, 0.2522, 0.2910, 0.3563, 0.4025, 0.4440
118, 0.2127, 0.2101, 0.2145, 0.2240, 0.2493, 0.2703, 0.2855, 0.3446, 0.4274, 0.4669, 0.4915
119, 0.1294, 0.1044, 0.1045, 0.1034, 0.0984, 0.0932, 0.1019, 0.1052, 0.1038, 0.1046, 0.1231
120, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0393, 0.0421, 0.0424, 0.0411, 0.0389
121, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0191
122, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0191
123, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
124, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
125, 0.2047, 0.2088, 0.2152, 0.2269, 0.2404, 0.2486, 0.2510, 0.2956, 0.3670, 0.4188, 0.4459
126, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
127, 0.2123, 0.2096, 0.2170, 0.2139, 0.2311, 0.2545, 0.2634, 0.2991, 0.3742, 0.4335, 0.4751
128, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
129, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
131, 0.1691, 0.1626, 0.1532, 0.1573, 0.1631, 0.1571, 0.1666, 0.1836, 0.2006, 0.2067, 0.2048
133, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
134, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
136, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
138, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
139, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
140, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
141, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
142, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
143, 0.2622, 0.2563, 0.2669, 0.2997, 0.3033, 0.3809, 0.4557, 0.5042, 0.5272, 0.5441, 0.5551
144, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
145, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
146, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
147, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
148, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
149, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
150, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
151, 0.2199, 0.2178, 0.2203, 0.2403, 0.2594, 0.2746, 0.2885, 0.3744, 0.4528, 0.4819, 0.5161
152, 0.2227, 0.2203, 0.2224, 0.2410, 0.2623, 0.2747, 0.2905, 0.3845, 0.4572, 0.4983, 0.5201
153, 0.2420, 0.2278, 0.2530, 0.2747, 0.2698, 0.2859, 0.3905, 0.4653, 0.5045, 0.5244, 0.5466
154, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
155, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
156, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
157, 0.2394, 0.2429, 0.2483, 0.2610, 0.2607, 0.2904, 0.3725, 0.4367, 0.4938, 0.5372, 0.5462
158, 0.2375, 0.2472, 0.2469, 0.2667, 0.2920, 0.3100, 0.3826, 0.4520, 0.5040, 0.5162, 0.5304
159, 0.5175, 0.4730, 0.5721, 0.5750, 0.5680, 0.6125, 0.6505, 0.6479, 0.6476, 0.6502, 0.6466
160, 0.2704, 0.2880, 0.3211, 0.3273, 0.4181, 0.4835, 0.5261, 0.5626, 0.5598, 0.5384, 0.5421
161, 0.2486, 0.2250, 0.2559, 0.2803, 0.2709, 0.3142, 0.4111, 0.4733, 0.5079, 0.5377, 0.5378
162, 0.2271, 0.2263, 0.2270, 0.2539, 0.2683, 0.2742, 0.3158, 0.4069, 0.4760, 0.5083, 0.5257
163, 0.3745, 0.4336, 0.4969, 0.5051, 0.5082, 0.5635, 0.5738, 0.5702, 0.5511, 0.5406, 0.5374
164, 0.3219, 0.3112, 0.4069, 0.4677, 0.5111, 0.5606, 0.5715, 0.5593, 0.5479, 0.5369, 0.5384
165, 0.2271, 0.2239, 0.2265, 0.2500, 0.2676, 0.2755, 0.3180, 0.4014, 0.4586, 0.5007, 0.5314
166, 0.2305, 0.2189, 0.2226, 0.2529, 0.2689, 0.2774, 0.3362, 0.4179, 0.4677, 0.5075, 0.5366
167, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
168, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
169, 0.2248, 0.2223, 0.2258, 0.2475, 0.2673, 0.2769, 0.3165, 0.3997, 0.4587, 0.5018, 0.5331
170, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
171, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
172, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
173, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
174, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
175, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
176, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
177, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
178, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
179, 0.2233, 0.2210, 0.2246, 0.2445, 0.2657, 0.2760, 0.3092, 0.3957, 0.4645, 0.5041, 0.5308
180, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
181, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
182, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
183, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
184, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
185, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
186, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
187, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
188, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
189, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
190, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
191, 0.2123, 0.2096, 0.2140, 0.2266, 0.2489, 0.2694, 0.2846, 0.3419, 0.4150, 0.4685, 0.5072
192, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
193, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
194, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
195, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
196, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
197, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
198, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
199, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
200, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
201, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
202, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
203, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
204, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
205, 0.2321, 0.2209, 0.2299, 0.2655, 0.2696, 0.2750, 0.3564, 0.4385, 0.4977, 0.5147, 0.5346
206, 0.2818, 0.3071, 0.2896, 0.3644, 0.4372, 0.5004, 0.5431, 0.5613, 0.5775, 0.5824, 0.5776
207, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
208, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
209, 0.2459, 0.2176, 0.2465, 0.2776, 0.2688, 0.2915, 0.4028, 0.4607, 0.5029, 0.5340, 0.5567
210, 0.2278, 0.2171, 0.2267, 0.2565, 0.2686, 0.2783, 0.3605, 0.4363, 0.4858, 0.5190, 0.5460
211, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
212, 0.2230, 0.2173, 0.2208, 0.2454, 0.2664, 0.2809, 0.3142, 0.3996, 0.4607, 0.5024, 0.5335
213, 0.2797, 0.2870, 0.3242, 0.3363, 0.4183, 0.4903, 0.5320, 0.5569, 0.5595, 0.5506, 0.5430
214, 0.2224, 0.2203, 0.2215, 0.2440, 0.2652, 0.2763, 0.3087, 0.3943, 0.4569, 0.5023, 0.5315
215, 0.2668, 0.2612, 0.2963, 0.3113, 0.3413, 0.4413, 0.4953, 0.5357, 0.5652, 0.5767, 0.5801
216, 0.4133, 0.4586, 0.5097, 0.5667, 0.6033, 0.6094, 0.6197, 0.6289, 0.6370, 0.6440, 0.6466
217, 0.4127, 0.4586, 0.4929, 0.5562, 0.5913, 0.6106, 0.6197, 0.6289, 0.6370, 0.6440, 0.6466
218, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
219, 0.1533, 0.1507, 0.1428, 0.1395, 0.1455, 0.1513, 0.1571, 0.1779, 0.1948, 0.2071, 0.2149
220, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
221, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
222, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
223, 0.2232, 0.2277, 0.2212, 0.2460, 0.2675, 0.2725, 0.2993, 0.3861, 0.4570, 0.5041, 0.5261
224, 0.3410, 0.3997, 0.4799, 0.5302, 0.5751, 0.6020, 0.5654, 0.5430, 0.5417, 0.5712, 0.5771
225, 0.2190, 0.2217, 0.2173, 0.2431, 0.2684, 0.2744, 0.3047, 0.3949, 0.4694, 0.4910, 0.5164
226, 0.2562, 0.2719, 0.2967, 0.3059, 0.3805, 0.4647, 0.5199, 0.5612, 0.5806, 0.5999, 0.6046
227, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
228, 0.5696, 0.6345, 0.6543, 0.6341, 0.6571, 0.6605, 0.6482, 0.6353, 0.6251, 0.6238, 0.6379
229, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
230, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
231, 0.3794, 0.4179, 0.4287, 0.4439, 0.5018, 0.5537, 0.5768, 0.5904, 0.5937, 0.6065, 0.6075
232, 0.2312, 0.2243, 0.2348, 0.2542, 0.2695, 0.2731, 0.3388, 0.4148, 0.4818, 0.5235, 0.5403
233, 0.2820, 0.3372, 0.3236, 0.3493, 0.3861, 0.3492, 0.3664, 0.4511, 0.5331, 0.5518, 0.5394
234, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
235, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
236, 0.1294, 0.1044, 0.0841, 0.0678, 0.0547, 0.0444, 0.0362, 0.0297, 0.0245, 0.0203, 0.0169
